#: table_doi: 10.17182/hepdata.92323.v2/t5
#: name: Delta Chi-squared Map (two-dimensional method)
#: description: $\Delta \chi^2$ map of phase-I+II data calculated by the two-dimensional method. To be used in combination with the $\Delta \chi^2_{\text{crit},x}$ values of the two-dimensional method to generate exclusion contours at $x$% C.L. for phase-I+II data. Additional explanations are given there.
#: data_file: DeltaChisquaredValues2D.yaml
#: keyword observables: Delta Chi^2
#: keyword phrases: Delta Chi-squared Map
#: ,delta chi-squared values
$\sin^{2}(2\theta_{ee})$,$\Delta m^{2}_{41}$ [eV$^2$],$\Delta\chi^{2}$
0.0443,1.2589,11.12
0.0464,1.2589,11.26
0.0486,1.2589,11.41
0.0509,1.2589,11.56
0.0534,1.2589,11.73
0.0559,1.2589,11.92
0.0586,1.2589,12.11
0.0614,1.2589,12.33
0.0643,1.2589,12.56
0.0673,1.2589,12.8
0.0705,1.2589,13.07
0.0739,1.2589,13.36
0.0774,1.2589,13.67
0.0811,1.2589,14.01
0.085,1.2589,14.37
0.089,1.2589,14.77
0.0933,1.2589,15.2
0.0977,1.2589,15.66
0.1024,1.2589,16.17
0.1072,1.2589,16.72
0.1123,1.2589,17.32
0.1177,1.2589,17.98
0.1233,1.2589,18.69
0.1292,1.2589,19.47
0.1353,1.2589,20.32
0.1417,1.2589,21.25
0.1485,1.2589,22.27
0.1556,1.2589,23.39
0.163,1.2589,24.62
0.1707,1.2589,25.97
0.1789,1.2589,27.45
0.1874,1.2589,29.09
0.1963,1.2589,30.89
0.2057,1.2589,32.87
0.2154,1.2589,35.07
0.2257,1.2589,37.5
0.2364,1.2589,40.19
0.2477,1.2589,43.18
0.2595,1.2589,46.49
0.2719,1.2589,50.18
0.2848,1.2589,54.3
0.2984,1.2589,58.89
0.3126,1.2589,64.03
0.3275,1.2589,69.79
0.343,1.2589,76.26
0.3594,1.2589,83.54
0.3765,1.2589,91.75
0.3944,1.2589,101.03
0.4132,1.2589,111.55
0.4329,1.2589,123.52
0.4535,1.2589,137.16
0.4751,1.2589,152.77
0.4977,1.2589,170.7
0.5214,1.2589,191.38
0.5462,1.2589,215.33
0.5722,1.2589,243.2
0.5995,1.2589,275.81
0.628,1.2589,314.21
0.6579,1.2589,359.73
0.6893,1.2589,414.12
0.7221,1.2589,479.72
0.7565,1.2589,559.69
0.7925,1.2589,658.41
0.8302,1.2589,782.19
0.8697,1.2589,940.4
0.9112,1.2589,1147.58
0.9545,1.2589,1427.48
1,1.2589,1426.9
0.01,1.325,9.15
0.0105,1.325,9.16
0.011,1.325,9.17
0.0115,1.325,9.18
0.012,1.325,9.19
0.0126,1.325,9.2
0.0132,1.325,9.22
0.0138,1.325,9.23
0.0145,1.325,9.25
0.0152,1.325,9.26
0.0159,1.325,9.28
0.0167,1.325,9.3
0.0175,1.325,9.32
0.0183,1.325,9.34
0.0192,1.325,9.37
0.0201,1.325,9.39
0.021,1.325,9.42
0.0221,1.325,9.45
0.0231,1.325,9.48
0.0242,1.325,9.51
0.0254,1.325,9.55
0.0266,1.325,9.59
0.0278,1.325,9.63
0.0292,1.325,9.68
0.0305,1.325,9.73
0.032,1.325,9.78
0.0335,1.325,9.84
0.0351,1.325,9.9
0.0368,1.325,9.96
0.0385,1.325,10.03
0.0404,1.325,10.11
0.0423,1.325,10.2
0.0443,1.325,10.29
0.0464,1.325,10.39
0.0486,1.325,10.49
0.0509,1.325,10.61
0.0534,1.325,10.74
0.0559,1.325,10.88
0.0586,1.325,11.03
0.0614,1.325,11.19
0.0643,1.325,11.37
0.0673,1.325,11.56
0.0705,1.325,11.77
0.0739,1.325,12
0.0774,1.325,12.26
0.0811,1.325,12.53
0.085,1.325,12.84
0.089,1.325,13.17
0.0933,1.325,13.53
0.0977,1.325,13.93
0.1024,1.325,14.36
0.1072,1.325,14.84
0.1123,1.325,15.37
0.1177,1.325,15.94
0.1233,1.325,16.58
0.1292,1.325,17.28
0.1353,1.325,18.05
0.1417,1.325,18.9
0.1485,1.325,19.84
0.1556,1.325,20.87
0.163,1.325,22.02
0.1707,1.325,23.28
0.1789,1.325,24.69
0.1874,1.325,26.24
0.1963,1.325,27.97
0.2057,1.325,29.89
0.2154,1.325,32.02
0.2257,1.325,34.39
0.2364,1.325,37.04
0.2477,1.325,39.99
0.2595,1.325,43.29
0.2719,1.325,46.99
0.2848,1.325,51.13
0.2984,1.325,55.78
0.3126,1.325,61
0.3275,1.325,66.89
0.343,1.325,73.53
0.3594,1.325,81.04
0.3765,1.325,89.55
0.3944,1.325,99.22
0.4132,1.325,110.23
0.4329,1.325,122.79
0.4535,1.325,137.18
0.4751,1.325,153.71
0.4977,1.325,172.76
0.5214,1.325,194.79
0.5462,1.325,220.4
0.5722,1.325,250.27
0.5995,1.325,285.32
0.628,1.325,326.67
0.6579,1.325,375.77
0.6893,1.325,434.51
0.7221,1.325,505.38
0.7565,1.325,591.77
0.7925,1.325,698.34
0.8302,1.325,831.71
0.8697,1.325,1001.58
0.9112,1.325,1222.76
0.9545,1.325,1519.41
1,1.325,1518.79
0.01,1.3946,8.91
0.0105,1.3946,8.91
0.011,1.3946,8.9
0.0115,1.3946,8.9
0.012,1.3946,8.9
0.0126,1.3946,8.9
0.0132,1.3946,8.9
0.0138,1.3946,8.9
0.0145,1.3946,8.9
0.0152,1.3946,8.9
0.0159,1.3946,8.9
0.0167,1.3946,8.9
0.0175,1.3946,8.9
0.0183,1.3946,8.91
0.0192,1.3946,8.91
0.0201,1.3946,8.91
0.021,1.3946,8.92
0.0221,1.3946,8.92
0.0231,1.3946,8.93
0.0242,1.3946,8.94
0.0254,1.3946,8.94
0.0266,1.3946,8.95
0.0278,1.3946,8.97
0.0292,1.3946,8.98
0.0305,1.3946,9
0.032,1.3946,9.01
0.0335,1.3946,9.03
0.0351,1.3946,9.06
0.0368,1.3946,9.09
0.0385,1.3946,9.12
0.0404,1.3946,9.15
0.0423,1.3946,9.19
0.0443,1.3946,9.23
0.0464,1.3946,9.28
0.0486,1.3946,9.34
0.0509,1.3946,9.4
0.0534,1.3946,9.47
0.0559,1.3946,9.55
0.0586,1.3946,9.64
0.0614,1.3946,9.74
0.0643,1.3946,9.85
0.0673,1.3946,9.97
0.0705,1.3946,10.11
0.0739,1.3946,10.27
0.0774,1.3946,10.44
0.0811,1.3946,10.63
0.085,1.3946,10.85
0.089,1.3946,11.09
0.0933,1.3946,11.36
0.0977,1.3946,11.66
0.1024,1.3946,11.99
0.1072,1.3946,12.37
0.1123,1.3946,12.78
0.1177,1.3946,13.25
0.1233,1.3946,13.77
0.1292,1.3946,14.34
0.1353,1.3946,14.99
0.1417,1.3946,15.71
0.1485,1.3946,16.51
0.1556,1.3946,17.41
0.163,1.3946,18.42
0.1707,1.3946,19.54
0.1789,1.3946,20.8
0.1874,1.3946,22.2
0.1963,1.3946,23.78
0.2057,1.3946,25.54
0.2154,1.3946,27.52
0.2257,1.3946,29.74
0.2364,1.3946,32.23
0.2477,1.3946,35.04
0.2595,1.3946,38.2
0.2719,1.3946,41.76
0.2848,1.3946,45.77
0.2984,1.3946,50.31
0.3126,1.3946,55.44
0.3275,1.3946,61.26
0.343,1.3946,67.87
0.3594,1.3946,75.39
0.3765,1.3946,83.96
0.3944,1.3946,93.75
0.4132,1.3946,104.97
0.4329,1.3946,117.85
0.4535,1.3946,132.69
0.4751,1.3946,149.85
0.4977,1.3946,169.76
0.5214,1.3946,192.95
0.5462,1.3946,220.11
0.5722,1.3946,252.09
0.5995,1.3946,289.95
0.628,1.3946,335.13
0.6579,1.3946,389.47
0.6893,1.3946,455.47
0.7221,1.3946,536.55
0.7565,1.3946,637.5
0.7925,1.3946,765.17
0.8302,1.3946,929.64
0.8697,1.3946,1146.18
0.9112,1.3946,1438.92
0.9545,1.3946,1847.17
1,1.3946,1846.3
0.01,1.4678,8.67
0.0105,1.4678,8.65
0.011,1.4678,8.64
0.0115,1.4678,8.63
0.012,1.4678,8.61
0.0126,1.4678,8.6
0.0132,1.4678,8.58
0.0138,1.4678,8.57
0.0145,1.4678,8.55
0.0152,1.4678,8.53
0.0159,1.4678,8.52
0.0167,1.4678,8.5
0.0175,1.4678,8.48
0.0183,1.4678,8.46
0.0192,1.4678,8.44
0.0201,1.4678,8.43
0.021,1.4678,8.41
0.0221,1.4678,8.39
0.0231,1.4678,8.37
0.0242,1.4678,8.35
0.0254,1.4678,8.33
0.0266,1.4678,8.31
0.0278,1.4678,8.29
0.0292,1.4678,8.27
0.0305,1.4678,8.25
0.032,1.4678,8.24
0.0335,1.4678,8.22
0.0351,1.4678,8.2
0.0368,1.4678,8.19
0.0385,1.4678,8.18
0.0404,1.4678,8.16
0.0423,1.4678,8.16
0.0443,1.4678,8.15
0.0464,1.4678,8.15
0.0486,1.4678,8.15
0.0509,1.4678,8.15
0.0534,1.4678,8.17
0.0559,1.4678,8.18
0.0586,1.4678,8.2
0.0614,1.4678,8.23
0.0643,1.4678,8.27
0.0673,1.4678,8.32
0.0705,1.4678,8.38
0.0739,1.4678,8.45
0.0774,1.4678,8.54
0.0811,1.4678,8.64
0.085,1.4678,8.76
0.089,1.4678,8.9
0.0933,1.4678,9.07
0.0977,1.4678,9.26
0.1024,1.4678,9.48
0.1072,1.4678,9.73
0.1123,1.4678,10.02
0.1177,1.4678,10.36
0.1233,1.4678,10.74
0.1292,1.4678,11.18
0.1353,1.4678,11.67
0.1417,1.4678,12.24
0.1485,1.4678,12.88
0.1556,1.4678,13.61
0.163,1.4678,14.44
0.1707,1.4678,15.38
0.1789,1.4678,16.45
0.1874,1.4678,17.66
0.1963,1.4678,19.03
0.2057,1.4678,20.58
0.2154,1.4678,22.34
0.2257,1.4678,24.34
0.2364,1.4678,26.61
0.2477,1.4678,29.18
0.2595,1.4678,32.1
0.2719,1.4678,35.42
0.2848,1.4678,39.19
0.2984,1.4678,43.49
0.3126,1.4678,48.38
0.3275,1.4678,53.96
0.343,1.4678,60.35
0.3594,1.4678,67.65
0.3765,1.4678,76.02
0.3944,1.4678,85.64
0.4132,1.4678,96.72
0.4329,1.4678,109.5
0.4535,1.4678,124.3
0.4751,1.4678,141.48
0.4977,1.4678,161.5
0.5214,1.4678,184.92
0.5462,1.4678,212.43
0.5722,1.4678,244.92
0.5995,1.4678,283.5
0.628,1.4678,329.6
0.6579,1.4678,385.1
0.6893,1.4678,452.46
0.7221,1.4678,534.98
0.7565,1.4678,637.13
0.7925,1.4678,765.15
0.8302,1.4678,927.87
0.8697,1.4678,1137.45
0.9112,1.4678,1412.78
0.9545,1.4678,1805.19
1,1.4678,1804.36
0.01,1.5449,8.49
0.0105,1.5449,8.47
0.011,1.5449,8.45
0.0115,1.5449,8.42
0.012,1.5449,8.4
0.0126,1.5449,8.37
0.0132,1.5449,8.35
0.0138,1.5449,8.32
0.0145,1.5449,8.29
0.0152,1.5449,8.26
0.0159,1.5449,8.23
0.0167,1.5449,8.2
0.0175,1.5449,8.17
0.0183,1.5449,8.13
0.0192,1.5449,8.1
0.0201,1.5449,8.06
0.021,1.5449,8.03
0.0221,1.5449,7.99
0.0231,1.5449,7.95
0.0242,1.5449,7.91
0.0254,1.5449,7.87
0.0266,1.5449,7.83
0.0278,1.5449,7.78
0.0292,1.5449,7.74
0.0305,1.5449,7.7
0.032,1.5449,7.65
0.0335,1.5449,7.6
0.0351,1.5449,7.56
0.0368,1.5449,7.51
0.0385,1.5449,7.47
0.0404,1.5449,7.42
0.0423,1.5449,7.37
0.0443,1.5449,7.33
0.0464,1.5449,7.29
0.0486,1.5449,7.25
0.0509,1.5449,7.21
0.0534,1.5449,7.17
0.0559,1.5449,7.13
0.0586,1.5449,7.11
0.0614,1.5449,7.08
0.0643,1.5449,7.06
0.0673,1.5449,7.05
0.0705,1.5449,7.04
0.0739,1.5449,7.05
0.0774,1.5449,7.06
0.0811,1.5449,7.09
0.085,1.5449,7.13
0.089,1.5449,7.19
0.0933,1.5449,7.27
0.0977,1.5449,7.37
0.1024,1.5449,7.49
0.1072,1.5449,7.64
0.1123,1.5449,7.82
0.1177,1.5449,8.04
0.1233,1.5449,8.3
0.1292,1.5449,8.61
0.1353,1.5449,8.98
0.1417,1.5449,9.4
0.1485,1.5449,9.9
0.1556,1.5449,10.47
0.163,1.5449,11.14
0.1707,1.5449,11.9
0.1789,1.5449,12.79
0.1874,1.5449,13.81
0.1963,1.5449,14.98
0.2057,1.5449,16.32
0.2154,1.5449,17.85
0.2257,1.5449,19.62
0.2364,1.5449,21.64
0.2477,1.5449,23.95
0.2595,1.5449,26.6
0.2719,1.5449,29.64
0.2848,1.5449,33.12
0.2984,1.5449,37.11
0.3126,1.5449,41.69
0.3275,1.5449,46.96
0.343,1.5449,53.01
0.3594,1.5449,60
0.3765,1.5449,68.05
0.3944,1.5449,77.37
0.4132,1.5449,88.17
0.4329,1.5449,100.73
0.4535,1.5449,115.36
0.4751,1.5449,132.47
0.4977,1.5449,152.55
0.5214,1.5449,176.24
0.5462,1.5449,204.3
0.5722,1.5449,237.73
0.5995,1.5449,277.82
0.628,1.5449,326.25
0.6579,1.5449,385.23
0.6893,1.5449,457.8
0.7221,1.5449,548.09
0.7565,1.5449,662
0.7925,1.5449,808.08
0.8302,1.5449,999.19
0.8697,1.5449,1255.44
0.9112,1.5449,1609.57
0.9545,1.5449,2132.88
1,1.5449,2131.81
0.01,1.626,8.43
0.0105,1.626,8.41
0.011,1.626,8.38
0.0115,1.626,8.36
0.012,1.626,8.33
0.0126,1.626,8.3
0.0132,1.626,8.27
0.0138,1.626,8.24
0.0145,1.626,8.21
0.0152,1.626,8.17
0.0159,1.626,8.14
0.0167,1.626,8.1
0.0175,1.626,8.07
0.0183,1.626,8.03
0.0192,1.626,7.99
0.0201,1.626,7.95
0.021,1.626,7.91
0.0221,1.626,7.86
0.0231,1.626,7.82
0.0242,1.626,7.77
0.0254,1.626,7.72
0.0266,1.626,7.67
0.0278,1.626,7.62
0.0292,1.626,7.57
0.0305,1.626,7.52
0.032,1.626,7.47
0.0335,1.626,7.42
0.0351,1.626,7.36
0.0368,1.626,7.31
0.0385,1.626,7.25
0.0404,1.626,7.19
0.0423,1.626,7.14
0.0443,1.626,7.08
0.0464,1.626,7.03
0.0486,1.626,6.98
0.0509,1.626,6.93
0.0534,1.626,6.88
0.0559,1.626,6.83
0.0586,1.626,6.79
0.0614,1.626,6.75
0.0643,1.626,6.72
0.0673,1.626,6.69
0.0705,1.626,6.67
0.0739,1.626,6.66
0.0774,1.626,6.66
0.0811,1.626,6.67
0.085,1.626,6.7
0.089,1.626,6.74
0.0933,1.626,6.8
0.0977,1.626,6.88
0.1024,1.626,6.99
0.1072,1.626,7.12
0.1123,1.626,7.29
0.1177,1.626,7.49
0.1233,1.626,7.73
0.1292,1.626,8.03
0.1353,1.626,8.37
0.1417,1.626,8.78
0.1485,1.626,9.26
0.1556,1.626,9.82
0.163,1.626,10.47
0.1707,1.626,11.23
0.1789,1.626,12.1
0.1874,1.626,13.11
0.1963,1.626,14.28
0.2057,1.626,15.62
0.2154,1.626,17.16
0.2257,1.626,18.93
0.2364,1.626,20.97
0.2477,1.626,23.3
0.2595,1.626,25.98
0.2719,1.626,29.06
0.2848,1.626,32.59
0.2984,1.626,36.65
0.3126,1.626,41.32
0.3275,1.626,46.69
0.343,1.626,52.87
0.3594,1.626,60.01
0.3765,1.626,68.26
0.3944,1.626,77.8
0.4132,1.626,88.88
0.4329,1.626,101.75
0.4535,1.626,116.77
0.4751,1.626,134.33
0.4977,1.626,154.95
0.5214,1.626,179.24
0.5462,1.626,207.98
0.5722,1.626,242.15
0.5995,1.626,283.01
0.628,1.626,332.14
0.6579,1.626,391.64
0.6893,1.626,464.25
0.7221,1.626,553.62
0.7565,1.626,664.74
0.7925,1.626,804.53
0.8302,1.626,982.89
0.8697,1.626,1214.57
0.9112,1.626,1522.84
0.9545,1.626,1948.24
1,1.626,1947.33
0.01,1.7113,8.53
0.0105,1.7113,8.51
0.011,1.7113,8.49
0.0115,1.7113,8.47
0.012,1.7113,8.44
0.0126,1.7113,8.42
0.0132,1.7113,8.4
0.0138,1.7113,8.37
0.0145,1.7113,8.35
0.0152,1.7113,8.32
0.0159,1.7113,8.3
0.0167,1.7113,8.27
0.0175,1.7113,8.24
0.0183,1.7113,8.21
0.0192,1.7113,8.18
0.0201,1.7113,8.15
0.021,1.7113,8.12
0.0221,1.7113,8.09
0.0231,1.7113,8.05
0.0242,1.7113,8.02
0.0254,1.7113,7.98
0.0266,1.7113,7.95
0.0278,1.7113,7.91
0.0292,1.7113,7.88
0.0305,1.7113,7.84
0.032,1.7113,7.81
0.0335,1.7113,7.77
0.0351,1.7113,7.73
0.0368,1.7113,7.7
0.0385,1.7113,7.67
0.0404,1.7113,7.63
0.0423,1.7113,7.6
0.0443,1.7113,7.57
0.0464,1.7113,7.55
0.0486,1.7113,7.52
0.0509,1.7113,7.5
0.0534,1.7113,7.49
0.0559,1.7113,7.47
0.0586,1.7113,7.47
0.0614,1.7113,7.47
0.0643,1.7113,7.48
0.0673,1.7113,7.5
0.0705,1.7113,7.53
0.0739,1.7113,7.57
0.0774,1.7113,7.62
0.0811,1.7113,7.69
0.085,1.7113,7.78
0.089,1.7113,7.89
0.0933,1.7113,8.02
0.0977,1.7113,8.18
0.1024,1.7113,8.37
0.1072,1.7113,8.59
0.1123,1.7113,8.85
0.1177,1.7113,9.16
0.1233,1.7113,9.52
0.1292,1.7113,9.93
0.1353,1.7113,10.41
0.1417,1.7113,10.96
0.1485,1.7113,11.59
0.1556,1.7113,12.32
0.163,1.7113,13.15
0.1707,1.7113,14.1
0.1789,1.7113,15.19
0.1874,1.7113,16.43
0.1963,1.7113,17.84
0.2057,1.7113,19.46
0.2154,1.7113,21.3
0.2257,1.7113,23.41
0.2364,1.7113,25.8
0.2477,1.7113,28.53
0.2595,1.7113,31.65
0.2719,1.7113,35.2
0.2848,1.7113,39.27
0.2984,1.7113,43.91
0.3126,1.7113,49.22
0.3275,1.7113,55.3
0.343,1.7113,62.28
0.3594,1.7113,70.29
0.3765,1.7113,79.51
0.3944,1.7113,90.14
0.4132,1.7113,102.42
0.4329,1.7113,116.64
0.4535,1.7113,133.16
0.4751,1.7113,152.42
0.4977,1.7113,174.93
0.5214,1.7113,201.35
0.5462,1.7113,232.51
0.5722,1.7113,269.43
0.5995,1.7113,313.44
0.628,1.7113,366.24
0.6579,1.7113,430.06
0.6893,1.7113,507.89
0.7221,1.7113,603.8
0.7565,1.7113,723.45
0.7925,1.7113,874.92
0.8302,1.7113,1070.14
0.8697,1.7113,1323.22
0.9112,1.7113,1654.29
0.9545,1.7113,2146.69
1,1.7113,2145.63
0.01,1.8012,8.75
0.0105,1.8012,8.75
0.011,1.8012,8.74
0.0115,1.8012,8.73
0.012,1.8012,8.72
0.0126,1.8012,8.71
0.0132,1.8012,8.7
0.0138,1.8012,8.69
0.0145,1.8012,8.68
0.0152,1.8012,8.67
0.0159,1.8012,8.66
0.0167,1.8012,8.65
0.0175,1.8012,8.64
0.0183,1.8012,8.63
0.0192,1.8012,8.62
0.0201,1.8012,8.62
0.021,1.8012,8.61
0.0221,1.8012,8.6
0.0231,1.8012,8.59
0.0242,1.8012,8.58
0.0254,1.8012,8.58
0.0266,1.8012,8.57
0.0278,1.8012,8.57
0.0292,1.8012,8.56
0.0305,1.8012,8.56
0.032,1.8012,8.56
0.0335,1.8012,8.57
0.0351,1.8012,8.57
0.0368,1.8012,8.58
0.0385,1.8012,8.59
0.0404,1.8012,8.6
0.0423,1.8012,8.62
0.0443,1.8012,8.64
0.0464,1.8012,8.67
0.0486,1.8012,8.7
0.0509,1.8012,8.75
0.0534,1.8012,8.79
0.0559,1.8012,8.85
0.0586,1.8012,8.92
0.0614,1.8012,8.99
0.0643,1.8012,9.08
0.0673,1.8012,9.18
0.0705,1.8012,9.3
0.0739,1.8012,9.44
0.0774,1.8012,9.59
0.0811,1.8012,9.77
0.085,1.8012,9.97
0.089,1.8012,10.19
0.0933,1.8012,10.45
0.0977,1.8012,10.74
0.1024,1.8012,11.07
0.1072,1.8012,11.44
0.1123,1.8012,11.86
0.1177,1.8012,12.34
0.1233,1.8012,12.87
0.1292,1.8012,13.47
0.1353,1.8012,14.15
0.1417,1.8012,14.92
0.1485,1.8012,15.78
0.1556,1.8012,16.75
0.163,1.8012,17.84
0.1707,1.8012,19.06
0.1789,1.8012,20.45
0.1874,1.8012,22.01
0.1963,1.8012,23.76
0.2057,1.8012,25.74
0.2154,1.8012,27.97
0.2257,1.8012,30.49
0.2364,1.8012,33.33
0.2477,1.8012,36.54
0.2595,1.8012,40.17
0.2719,1.8012,44.29
0.2848,1.8012,48.95
0.2984,1.8012,54.24
0.3126,1.8012,60.24
0.3275,1.8012,67.08
0.343,1.8012,74.87
0.3594,1.8012,83.77
0.3765,1.8012,93.95
0.3944,1.8012,105.62
0.4132,1.8012,119.03
0.4329,1.8012,134.48
0.4535,1.8012,152.32
0.4751,1.8012,173.01
0.4977,1.8012,197.07
0.5214,1.8012,225.15
0.5462,1.8012,258.08
0.5722,1.8012,296.85
0.5995,1.8012,342.76
0.628,1.8012,397.43
0.6579,1.8012,462.96
0.6893,1.8012,542.11
0.7221,1.8012,638.55
0.7565,1.8012,757.23
0.7925,1.8012,905.1
0.8302,1.8012,1092.1
0.8697,1.8012,1333.26
0.9112,1.8012,1652.57
0.9545,1.8012,2091.94
1,1.8012,2091
0.01,1.8957,9.05
0.0105,1.8957,9.05
0.011,1.8957,9.06
0.0115,1.8957,9.06
0.012,1.8957,9.07
0.0126,1.8957,9.08
0.0132,1.8957,9.09
0.0138,1.8957,9.1
0.0145,1.8957,9.11
0.0152,1.8957,9.12
0.0159,1.8957,9.13
0.0167,1.8957,9.14
0.0175,1.8957,9.16
0.0183,1.8957,9.17
0.0192,1.8957,9.19
0.0201,1.8957,9.21
0.021,1.8957,9.23
0.0221,1.8957,9.25
0.0231,1.8957,9.27
0.0242,1.8957,9.3
0.0254,1.8957,9.33
0.0266,1.8957,9.36
0.0278,1.8957,9.4
0.0292,1.8957,9.43
0.0305,1.8957,9.47
0.032,1.8957,9.52
0.0335,1.8957,9.57
0.0351,1.8957,9.62
0.0368,1.8957,9.68
0.0385,1.8957,9.75
0.0404,1.8957,9.82
0.0423,1.8957,9.9
0.0443,1.8957,9.98
0.0464,1.8957,10.08
0.0486,1.8957,10.18
0.0509,1.8957,10.29
0.0534,1.8957,10.42
0.0559,1.8957,10.56
0.0586,1.8957,10.71
0.0614,1.8957,10.87
0.0643,1.8957,11.06
0.0673,1.8957,11.26
0.0705,1.8957,11.48
0.0739,1.8957,11.72
0.0774,1.8957,11.99
0.0811,1.8957,12.29
0.085,1.8957,12.61
0.089,1.8957,12.97
0.0933,1.8957,13.37
0.0977,1.8957,13.81
0.1024,1.8957,14.3
0.1072,1.8957,14.83
0.1123,1.8957,15.43
0.1177,1.8957,16.08
0.1233,1.8957,16.81
0.1292,1.8957,17.61
0.1353,1.8957,18.5
0.1417,1.8957,19.49
0.1485,1.8957,20.59
0.1556,1.8957,21.81
0.163,1.8957,23.16
0.1707,1.8957,24.66
0.1789,1.8957,26.33
0.1874,1.8957,28.19
0.1963,1.8957,30.27
0.2057,1.8957,32.58
0.2154,1.8957,35.16
0.2257,1.8957,38.05
0.2364,1.8957,41.27
0.2477,1.8957,44.89
0.2595,1.8957,48.94
0.2719,1.8957,53.49
0.2848,1.8957,58.6
0.2984,1.8957,64.36
0.3126,1.8957,70.85
0.3275,1.8957,78.18
0.343,1.8957,86.47
0.3594,1.8957,95.86
0.3765,1.8957,106.54
0.3944,1.8957,118.69
0.4132,1.8957,132.55
0.4329,1.8957,148.41
0.4535,1.8957,166.61
0.4751,1.8957,187.56
0.4977,1.8957,211.76
0.5214,1.8957,239.82
0.5462,1.8957,272.5
0.5722,1.8957,310.74
0.5995,1.8957,355.74
0.628,1.8957,409.02
0.6579,1.8957,472.55
0.6893,1.8957,548.93
0.7221,1.8957,641.66
0.7565,1.8957,755.51
0.7925,1.8957,897.17
0.8302,1.8957,1076.28
0.8697,1.8957,1307.11
0.9112,1.8957,1611.66
0.9545,1.8957,2025.64
1,1.8957,2024.77
0.01,1.9953,9.3
0.0105,1.9953,9.32
0.011,1.9953,9.34
0.0115,1.9953,9.36
0.012,1.9953,9.38
0.0126,1.9953,9.41
0.0132,1.9953,9.43
0.0138,1.9953,9.46
0.0145,1.9953,9.48
0.0152,1.9953,9.51
0.0159,1.9953,9.54
0.0167,1.9953,9.58
0.0175,1.9953,9.61
0.0183,1.9953,9.65
0.0192,1.9953,9.69
0.0201,1.9953,9.74
0.021,1.9953,9.78
0.0221,1.9953,9.83
0.0231,1.9953,9.88
0.0242,1.9953,9.94
0.0254,1.9953,10
0.0266,1.9953,10.06
0.0278,1.9953,10.13
0.0292,1.9953,10.21
0.0305,1.9953,10.29
0.032,1.9953,10.37
0.0335,1.9953,10.46
0.0351,1.9953,10.56
0.0368,1.9953,10.67
0.0385,1.9953,10.78
0.0404,1.9953,10.91
0.0423,1.9953,11.04
0.0443,1.9953,11.18
0.0464,1.9953,11.34
0.0486,1.9953,11.51
0.0509,1.9953,11.69
0.0534,1.9953,11.88
0.0559,1.9953,12.1
0.0586,1.9953,12.33
0.0614,1.9953,12.58
0.0643,1.9953,12.85
0.0673,1.9953,13.14
0.0705,1.9953,13.46
0.0739,1.9953,13.81
0.0774,1.9953,14.19
0.0811,1.9953,14.6
0.085,1.9953,15.05
0.089,1.9953,15.54
0.0933,1.9953,16.07
0.0977,1.9953,16.66
0.1024,1.9953,17.3
0.1072,1.9953,17.99
0.1123,1.9953,18.76
0.1177,1.9953,19.6
0.1233,1.9953,20.52
0.1292,1.9953,21.53
0.1353,1.9953,22.64
0.1417,1.9953,23.86
0.1485,1.9953,25.21
0.1556,1.9953,26.69
0.163,1.9953,28.33
0.1707,1.9953,30.13
0.1789,1.9953,32.13
0.1874,1.9953,34.34
0.1963,1.9953,36.78
0.2057,1.9953,39.5
0.2154,1.9953,42.51
0.2257,1.9953,45.85
0.2364,1.9953,49.58
0.2477,1.9953,53.73
0.2595,1.9953,58.36
0.2719,1.9953,63.53
0.2848,1.9953,69.33
0.2984,1.9953,75.82
0.3126,1.9953,83.11
0.3275,1.9953,91.31
0.343,1.9953,100.56
0.3594,1.9953,111
0.3765,1.9953,122.81
0.3944,1.9953,136.21
0.4132,1.9953,151.46
0.4329,1.9953,168.84
0.4535,1.9953,188.71
0.4751,1.9953,211.5
0.4977,1.9953,237.73
0.5214,1.9953,268.03
0.5462,1.9953,303.16
0.5722,1.9953,344.08
0.5995,1.9953,391.99
0.628,1.9953,448.36
0.6579,1.9953,515.11
0.6893,1.9953,594.71
0.7221,1.9953,690.4
0.7565,1.9953,806.52
0.7925,1.9953,949.06
0.8302,1.9953,1126.51
0.8697,1.9953,1351.4
0.9112,1.9953,1643.21
0.9545,1.9953,2033.56
1,1.9953,2032.75
0.01,2.1,9.44
0.0105,2.1,9.47
0.011,2.1,9.5
0.0115,2.1,9.52
0.012,2.1,9.55
0.0126,2.1,9.58
0.0132,2.1,9.62
0.0138,2.1,9.65
0.0145,2.1,9.69
0.0152,2.1,9.73
0.0159,2.1,9.77
0.0167,2.1,9.82
0.0175,2.1,9.86
0.0183,2.1,9.92
0.0192,2.1,9.97
0.0201,2.1,10.03
0.021,2.1,10.09
0.0221,2.1,10.15
0.0231,2.1,10.22
0.0242,2.1,10.29
0.0254,2.1,10.37
0.0266,2.1,10.45
0.0278,2.1,10.54
0.0292,2.1,10.64
0.0305,2.1,10.74
0.032,2.1,10.85
0.0335,2.1,10.97
0.0351,2.1,11.09
0.0368,2.1,11.22
0.0385,2.1,11.37
0.0404,2.1,11.52
0.0423,2.1,11.69
0.0443,2.1,11.86
0.0464,2.1,12.05
